,channel_AF3_app_entropy,arousal,valence,dominance,liking,subject,channel_F3_app_entropy,channel_F7_app_entropy,channel_FC5_app_entropy,channel_T7_app_entropy,channel_P7_app_entropy,channel_O1_app_entropy,channel_O2_app_entropy,channel_P8_app_entropy,channel_T8_app_entropy,channel_FC6_app_entropy,channel_F8_app_entropy,channel_F4_app_entropy,channel_AF4_app_entropy
0,1.61808259019291,6.81,7.44,8.15,7.14,s01,1.6804187432433615,1.6897766405471204,1.6617158883979002,1.7341994357177457,1.5932699394207432,1.6125644336727465,0.22378785642066656,1.5264206501599427,1.689250538587971,1.5864173288248615,1.6413604771974697,1.6425728306078975,1.525133025222103
0,1.627687354425868,2.46,6.91,6.77,6.41,s01,1.6222420490857061,1.685722263220378,1.6899625563489034,1.5873954873952805,1.3933968158474999,1.4706123027481075,0.22319969412138363,1.544769339756665,1.5080793465295868,1.5384249659210072,1.5962802068931001,1.6123968818605272,1.4842018445795846
0,1.5536336730222775,7.23,7.15,6.94,8.01,s01,1.6806173394650763,1.630116894695524,1.6002887118456934,1.5970572410161852,1.483519755379695,1.5585753181397868,0.13286343294020053,1.474285508211186,1.6375950477930532,1.559446364205816,1.6174764767942902,1.6446619728920968,1.5265556931250561
0,1.5288433207253131,7.17,8.0,8.1,6.79,s01,1.8114201650585517,1.5941994449162484,1.5688188503423621,1.5127389059572156,1.3727946372163853,1.5438529949268656,0.1693289857603384,1.419104191106138,1.5949559263322497,1.5140109522342549,1.5511468761679312,1.614123855283852,1.527321938064003
0,1.5903336028082133,8.26,7.91,7.19,8.13,s01,1.814385748132067,1.7456107143154789,1.6588470811154865,1.6821792422393056,1.4876465159179215,1.528575480092222,0.3699108239618214,1.549294814278051,1.6608313573627909,1.5566560588299492,1.612693576611358,1.6114885304619557,1.4762646192277113
0,1.5096766368347279,9.0,7.95,8.37,7.86,s01,1.6891976375568154,1.6826927987459577,1.562279243878466,1.653981544374468,1.4957500523550031,1.5349092616862867,0.36882427351946845,1.4297581340982468,1.6453570224136493,1.4928989938248405,1.5677399491665422,1.6243091337294606,1.4514127948987001
0,1.567014632257945,7.09,2.08,7.06,7.37,s01,1.5991361741709103,1.6327511147814082,1.5792008281763756,1.5688435831904357,1.3632172617710658,1.5968020132207776,0.13275848110542698,1.4927941607907735,1.5712945541683006,1.5081283826970324,1.583440732205653,1.5926525498457362,1.4705752989942207
0,1.5825574935294986,8.15,3.01,7.37,7.9,s01,1.617253108686059,1.7849108838757282,1.6401869158026257,1.7691266165174628,1.3692868137116951,1.582966795625416,0.7458480304302499,1.5583841315512412,1.7570574079028036,1.4731381811039617,1.642261462662705,1.7214890113248833,1.4379783421256684
0,1.5723721000780877,7.04,7.09,8.01,8.22,s01,1.7765932231925872,1.6389970448449187,1.6081129113112462,1.581125220563619,1.4842072541123033,1.5420061108393641,0.23381008948431603,1.4817273454636082,1.6293017390766922,1.5258542768701213,1.6726023643539785,1.6365023065073157,1.5000345385590954
0,1.5227598045204855,8.86,7.21,8.65,7.21,s01,1.5573492111545795,1.6487184359527198,1.5527130233456647,1.6495194164764397,1.427775629093734,1.5623475900271613,0.24396204867795968,1.4716710498784247,1.6552746420912063,1.4245142398519093,1.5730449880069122,1.580071916971609,1.3736104174534676
0,1.5728496144757615,7.28,7.27,7.41,8.24,s01,1.6356716975456287,1.56310418018447,1.6484420799894473,1.6743219106477412,1.478485220258996,1.623360175257404,0.08860665723510008,1.5983460229175677,1.7539419190940544,1.5610308408729008,1.5069305511282725,1.6462645240162033,1.4987971255551038
0,1.5778420357498995,7.35,6.95,7.03,7.29,s01,1.6297220898528044,1.6722604828623604,1.6223840444612634,1.6936663150104403,1.3915554624667212,1.5356310356741902,0.39709518979100267,1.5343772421561281,1.6799475157293324,1.4776468469973176,1.6735445905712858,1.8009526501606432,1.3785312615332774
0,1.4626579982950494,3.88,3.35,4.01,7.87,s01,1.5227163465561437,1.5129545776087499,1.5176592052982034,1.6041344395053452,1.3378701249824934,1.5556774014999197,0.2520188871677447,1.4029913651744232,1.6515714088419164,1.4568567477941787,1.558112166817816,1.5934708154607593,1.3885631995623182
0,1.577612631144926,1.36,2.27,3.0,8.14,s01,1.6038616249792579,1.57331434871318,1.6354627317914625,1.5648485049726713,1.4588941241532716,1.5872620788332394,0.2553065501482945,1.4347743689487125,1.6224214357812539,1.521949403861795,1.6068989693182933,1.614295645215086,1.4655096388991629
0,1.484520445521266,2.08,2.99,3.22,7.33,s01,1.7236220077400883,1.4998220205882191,1.5330380403660708,1.5275779809885366,1.4181811852443813,1.4902194919986673,0.3429616975060883,1.4096641869811153,1.6043700969967603,1.4400455313017515,1.601542341986046,1.5829531053877224,1.3470950346877704
0,1.6603563278470554,3.03,8.14,2.86,8.04,s01,1.831646801827321,1.809900653124763,1.7086265188728325,1.7337728596965114,1.5391272605967519,1.6298165908810258,0.15284771786091778,1.6020210549582137,1.6204395930091424,1.6204101815146954,1.6535248836519347,1.6458171339939378,1.5642859915248373
0,1.5080243135870095,2.28,8.0,3.27,3.95,s01,1.5424732062567195,1.6259831077024431,1.564700262255215,1.5724575703076544,1.4226601060495971,1.5258957887475892,0.2329401481321307,1.3836933204825872,1.575476529437176,1.4635606157225203,1.5863745211274587,1.6342267393272296,1.4235879936578373
0,1.6405473547162837,3.81,3.85,4.78,5.13,s01,1.7794978075025485,1.9357528483309743,1.6536924080518407,1.6952287585857135,1.4599895801077851,1.5476358765226426,0.10998380699935595,1.4904459747282264,1.9989025414638828,1.504553553473774,1.9078027089267158,1.8200209037741395,1.3034784028283988
0,1.5476439734356493,2.28,7.09,7.28,6.92,s01,1.5633854785316261,1.5971833219175302,1.6157967116169054,1.5301149263389808,1.4013193038299612,1.4499383334254121,0.41216250245912134,1.5143165572973647,1.5342111923062456,1.4756911793852394,1.5558842964223052,1.6010923062868425,1.383875999051508
0,1.6240246495653858,2.06,8.15,8.05,5.18,s01,1.6113099091536789,1.6687079630494406,1.6700922580932067,1.6378001654752712,1.5049166518123807,1.6841122463158884,0.26062651987810215,1.596810938856379,1.615632675830887,1.529637491713368,1.63029304592437,1.640678809145248,1.5624927141469227
0,1.5723138689201894,2.9,6.92,6.5,3.87,s01,1.565778124369432,1.5885305526528866,1.602776283321064,1.5659479558698512,1.4007829682794366,1.4156705324902816,0.1899117876617371,1.5002932148896795,1.558494791079866,1.4582649935722394,1.573364049931543,1.647557721560359,1.4200288985304619
0,1.5108087264536492,2.31,6.88,3.1,6.77,s01,1.7279105776015706,1.534096602308118,1.5437330887775307,1.524167800079951,1.3992445556514506,1.4534648300990893,0.30866866269699855,1.4784878640490922,1.4941350146592054,1.385033170122937,1.5195824283516677,1.5903443015604743,1.3070705824468378
0,1.5401878719857063,3.33,7.18,6.54,6.62,s01,1.831443361435154,1.6839931005625557,1.5832099741827106,1.6115257868929094,1.3292076776625157,1.5070312640014185,0.19976469061906288,1.424960329274537,1.5563099799578213,1.5114347737746492,1.574254618560567,1.6531103655368682,1.4729141542203523
0,1.6236859005611448,3.24,6.18,7.87,6.15,s01,1.8705909035159003,1.7620639133620273,1.661958198644939,1.6833034803259945,1.4256765686704638,1.5165749734157767,0.24458371815707025,1.5327512336561693,1.6115885853410852,1.551472324544255,1.6361316622938435,1.643181860174276,1.5235670027790382
0,1.640851044166892,5.1,7.12,6.17,5.97,s01,1.8622914378049211,1.7423767960027705,1.666234339564956,1.6555702480009709,1.576388666502928,1.556612153117654,0.20521717734089595,1.5625556802586775,1.6192040035424817,1.5833283812934207,1.6398206973952352,1.6537790777141916,1.5375151768188227
0,1.4215240388391552,9.0,5.03,7.13,6.62,s02,0.9169086403816413,0.9526856259135208,1.5225548440859376,0.8837064243697479,1.6433610510116656,1.0912758378460938,0.23917271123226236,0.8909545874814628,1.0046494021162475,1.009407537022204,0.8525154513805799,0.8730822900371891,0.8815689326050404
0,1.457742156694998,8.01,7.1,8.04,8.08,s02,0.9718951313052071,1.1708549797041252,1.7273186060081294,0.9820045814116396,1.785287338017974,1.3910239515067437,0.15349996844223868,1.0721446080303343,1.2708751765440733,1.189428918869325,0.9495633690360656,1.0441644367552536,0.963318744753908
0,1.4389395298655647,9.0,9.0,8.96,8.05,s02,0.9476549365695015,1.0839467900092297,1.6221850574863983,0.9356031026375011,1.659202887965252,1.3074567598232667,0.20209439417409714,1.0066179786882037,1.191854187017149,1.090205318882235,0.9076953172278457,0.974045124673268,0.9295312952257428
0,1.2206219408542451,6.05,1.0,5.04,7.03,s02,0.8099379234772157,0.8572398248938091,1.4438985664776345,0.7561148853250561,1.6102029751514033,0.993491760066425,0.17417156118267219,0.7616449588617007,0.8861645826776123,0.9057753256836931,0.7361287498498976,0.7530444200228277,0.7571575073823804
0,1.376128406251662,5.04,3.0,3.65,5.04,s02,0.7889983630888446,0.8132450101337914,1.43306901545902,0.7513676011902692,1.5815789720415108,0.9284066800756694,0.1867038937061456,0.7502111150776778,0.8543671324595885,0.8627084994057288,0.7232513944322667,0.7416724309079443,0.7504946979885823
0,1.2373981911810628,5.0,4.94,5.04,1.01,s02,1.1929616611494902,1.1654448579253538,1.2502812866000546,1.1523552981081173,1.5271577619887378,1.2113217876345952,0.31943227189027157,1.162650602666052,1.1832125237948317,1.183144465116429,1.1454694557495841,1.1503072466349251,1.1477049061320996
0,1.3966987959669726,4.96,1.99,4.08,1.0,s02,1.3587618191474458,1.3344868648592407,1.2721882907291766,1.3123726503312345,1.5525727935288698,1.3789417768237415,0.34380985920452733,1.3274898431315743,1.3537712704396134,1.3475094116136526,1.3021165649756044,1.3252084718833692,1.3124504862756967
0,1.4986063054813763,9.0,9.0,9.0,9.0,s02,0.9738216527629726,1.1823050477676622,1.8730253068068397,0.9932049326283536,1.860678284983071,1.4389954936950184,0.19097304536844062,1.0907083902578671,1.3128711162544864,1.1564558437655954,0.940028891300885,1.0480633827930377,0.9597563091076058
0,1.4033709145617532,9.0,7.0,9.0,7.18,s02,1.1282429987585703,1.1334816786205844,1.4948811625418967,1.072342031731485,1.6537637503274203,1.217714015060853,0.21428840396337678,1.065986448573574,1.165358843380762,1.2457236623425758,1.047441886347173,1.0598432180646098,1.0688248872546362
0,1.3166208712240053,4.99,1.0,9.0,1.0,s02,0.9440491274133427,1.0024987483353192,1.5677642693371991,0.9202351552285251,1.612128439701399,1.161627717731624,0.1705578626178701,0.9346882212202554,1.0739399395204443,1.025778198386575,0.8794152001723465,0.925578536490522,0.913682246384067
0,1.2134434110640862,7.08,1.0,7.01,7.0,s02,0.7469353846857838,0.8433269066137372,1.6604536596490442,0.7062043997937226,1.6889842552324161,1.079403017561554,0.1378577354393835,0.7565482137168758,0.9385631043063767,0.8755351553969795,0.6802618755304852,0.7346064307033169,0.6951605343185907
0,1.3473003639288859,8.01,6.06,7.12,9.0,s02,0.9882474331687376,1.0797077435090103,1.6265226087184237,0.9835932146552895,1.6482807797885792,1.2570460356759021,0.1900607660649576,1.0212861220531262,1.1648133720517175,1.0828001988429659,0.9532291381999478,1.0021702799898335,0.9675270192593897
0,1.4129659343576342,9.0,4.99,9.0,9.0,s02,0.9906456566751505,1.0371832984269727,1.5986470841256484,0.9389198216036498,1.693185151518919,1.1750720673888901,0.19646274047282075,0.9639127893754225,1.078633217229081,1.106315890229129,0.9274977630770294,0.9633423462948874,0.9456343581802447
0,1.4400091216297541,8.94,9.0,8.97,9.0,s02,1.0608714782090254,1.1170584678922229,1.6184573724331308,1.031323112370257,1.7203266426361585,1.303210220651315,0.259823042632807,1.0546770499365352,1.1985317374676798,1.1422840653643647,0.9934830075774008,1.0286149440766037,1.021470453768854
0,1.454251444457146,9.0,8.01,8.06,9.0,s02,0.965704342537653,1.0505191785915247,1.617798663487644,0.9334187408258754,1.6387871933011722,1.2349143682831647,0.1428434930425948,0.9796634729164442,1.132305578120814,1.0610113813693958,0.9126540870183346,0.9654730501909117,0.9318166398280194
0,1.3094006189013618,6.0,5.05,8.05,6.14,s02,0.9175712444281805,0.9974459659965929,1.7957251471312121,0.896931857617369,1.7452800274053812,1.2100359253368698,0.18266193050524437,0.9347352644691256,1.0890596737683644,1.0251845610509487,0.8618005158272366,0.910340072143915,0.878275070840242
0,1.0606569265527033,9.0,3.0,6.03,7.41,s02,0.8697900453682958,0.8829903380863517,1.2119556007940657,0.832103548956654,1.5192510381797701,0.9685626798509825,0.18275697780519495,0.8546871424323315,0.9148808977712761,0.9453133965921934,0.8326463785618565,0.8472303520940199,0.8305557047779026
0,1.1239085212226163,9.0,6.15,9.0,8.08,s02,0.7800145660853999,0.8731017458201547,1.498548707612906,0.7718855541688341,1.5111602727800135,1.0635366454778383,0.12760006719398076,0.8154244557612622,0.9527217393440983,0.8379833620230053,0.7633673019180822,0.7942422210571825,0.7535502801452401
0,1.2163964099609137,9.0,8.32,8.06,6.99,s02,0.8963613220953071,0.9136550455256525,1.209412215687582,0.8569544032238867,1.4808941553507964,1.0047014442374311,0.23254423815649794,0.8698882606530374,0.9407192841499388,0.9249965770170849,0.8440787428759182,0.861272707899329,0.8567085145268085
0,1.3789663586141772,8.97,9.0,8.03,9.0,s02,1.1349074266131387,1.1545364932943034,1.5732088689017534,1.0948744761593212,1.6903410538633166,1.2745439722978582,0.22894583520530976,1.1180217589203698,1.2056053317471398,1.2176154449389895,1.0737071090981924,1.1006002353932223,1.0953768136759874
0,1.1775930124309202,1.0,1.0,5.04,1.0,s02,0.7480870595241198,0.7908207176013868,1.5644092017679765,0.7119158560784675,1.5562272344467756,0.9347930089596308,0.13596736507778884,0.720181317221332,0.8465631642386335,0.8170714532171721,0.6800256986478681,0.7055350904143802,0.7108146412132581
0,1.2875947251071356,5.0,1.0,4.97,5.0,s02,0.6882124341942402,0.712218356718834,1.4773240807799275,0.6322143153423765,1.5702357540371237,0.8000229628902296,0.15098385903716194,0.6301795496466123,0.7223864026529863,0.7462858195011415,0.6098251871980769,0.6225655161707646,0.6337195152152901
0,1.587760627311141,1.0,2.97,1.0,7.82,s02,1.3619391906690361,1.3781071536002725,1.6101750058982827,1.3166459461248547,1.808226141925675,1.4289332710056448,0.3903943363595497,1.3126029595525557,1.3755037151416696,1.4202595545364747,1.308549104097668,1.3181344402453146,1.3111608744232819
0,1.322272910964966,7.08,9.0,6.06,9.0,s02,1.215328849078348,1.210840677495955,1.4083577356548536,1.183661166405423,1.5878972935464892,1.2552046074633871,0.3106723236661888,1.1944308005754318,1.2235696329468015,1.2303652799746945,1.1757444723040456,1.1827784899088245,1.1861660579452202
0,1.262635687368809,9.0,9.0,8.1,9.0,s02,0.7995070004007117,0.8718867206157346,1.485556799220173,0.7749361819160581,1.5871513905264516,0.9975404193559516,0.185870504028935,0.7909996917387914,0.9017233861781926,0.8751596307394967,0.757365459960607,0.7872154040720214,0.768681048275901
0,0.9859241556586151,9.0,8.04,9.0,9.0,s02,0.8254357414629676,0.8157298044582504,1.1511595208626848,0.7882161728923522,1.4705088302620601,0.8634344031472199,0.1792397696584147,0.794559280877198,0.8305849996786008,0.8768341571823495,0.7824381383712433,0.7966211841036146,0.7961788495133506
0,1.077834842265084,4.96,5.01,3.01,5.05,s02,0.8311585513964692,0.849854825023638,1.3004629354228787,0.8030348952621083,1.531786836631393,0.9305395187357366,0.16875263005239693,0.8083624487810837,0.874675275740139,0.8926304974839367,0.7893299385807384,0.7996920656121072,0.8041153897314226
0,1.2518422455660265,4.06,4.97,7.14,7.04,s02,0.8947675815281078,0.9453615652991352,1.6884677511634445,0.8677890683384115,1.7083098057779544,1.089982885240297,0.1747755062430052,0.8859203573750132,1.000568045119857,1.015984473580363,0.8548366033490344,0.8802464553754383,0.8727525740174795
0,1.2844090625953397,2.99,7.04,7.03,9.0,s02,1.0547470081054127,1.0515813879089628,1.40320680126398,1.0142895792813458,1.5946615385289462,1.1224931847563062,0.17795604134113052,1.0220123237862344,1.0793175422755108,1.088002011389535,0.9948569986522577,1.0137831311919037,1.0126442104486157
0,1.2235154737718945,2.01,7.05,1.0,7.13,s02,1.0360379891635247,1.0287416156745808,1.412498923057631,0.9943172288007021,1.6136446849615735,1.0968352791934812,0.22583350465775087,1.0037578457925953,1.0565270862658607,1.0646744503997896,0.986787330353144,0.9990664163822922,1.0012570127375038
0,1.1257706113335524,4.06,7.05,1.0,9.0,s02,0.9539255097714983,0.956939769718181,1.4515020043971338,0.9155205174459864,1.5627641811829855,1.0719675684654462,0.21129663176273716,0.9423941577975707,1.0135073469091496,0.9610941035560385,0.9038545487062422,0.9260863967880213,0.9100969185387173
0,1.231604355679225,1.0,9.0,2.01,1.0,s02,1.122933153557057,1.1018590016419898,1.4822270134883944,1.0833737907719945,1.5972931638814316,1.1967461659863408,0.2769935695260495,1.0954456926039677,1.1407795621867511,1.1186764992641147,1.07415236210641,1.0898714100093323,1.0820834352947641
0,1.1851069419395603,5.0,8.03,3.01,1.0,s02,1.1038231418006603,1.0812198933438508,1.3641681563265617,1.071243782581229,1.6190241299918204,1.1287878509671123,0.3389050210443445,1.079030918948387,1.1013784700464067,1.1296554619731811,1.0678117692903775,1.0700684652959342,1.0708215259604867
0,1.527647581153778,4.87,1.0,6.99,1.0,s02,1.1580312717860757,1.2742982570315147,1.8161450666425596,1.1497661474452348,1.723251380924463,1.4750419530300047,0.27274787239018305,1.2079552304125132,1.3707591073083258,1.3106158708701643,1.1144415978925375,1.1801575238408462,1.1394368489661035
0,1.162408855934184,1.99,2.0,1.0,1.0,s02,0.9330988831093516,0.9490576461776126,1.313403094671549,0.9014140545557523,1.552105128163479,1.011843086425872,0.19363134670227877,0.9065368646731189,0.9606969682959772,0.9943462339989679,0.8912498024870938,0.8986665366325535,0.9073070869061657
0,1.585558015162984,5.04,1.0,7.09,1.0,s02,1.1738789106452718,1.2222104877724171,1.6492994984965605,1.1495845249965022,1.7172433801370088,1.344038277322717,0.2379712243488128,1.158668380696958,1.2769293043276062,1.255195396542307,1.108826191297374,1.1489116528578345,1.146417997788563
0,1.193121702449063,1.0,8.06,1.0,1.0,s02,0.996769231173015,0.9930899541541711,1.4006587656441218,0.962579330433095,1.609873145966108,1.0818433238934695,0.18400422754864376,0.9740421528645125,1.0371340666875826,1.0529595032268722,0.9554261462399594,0.9677610327516857,0.9618110149194408
0,1.2494354444124807,1.0,9.0,1.0,1.0,s02,1.048977397081165,1.082794492555189,1.4015913446181294,1.0312185706065904,1.5503148209060917,1.182353605440043,0.11900984054609487,1.052976623818973,1.1180064367497002,1.0731237327904433,1.0267514214720364,1.0414322593965784,1.0203051249552444
0,1.2603792257562416,1.0,1.0,2.97,1.0,s02,0.877256363857418,0.8655366132575422,1.52369920622411,0.7973392388562139,1.6974295175423846,1.0012606041837362,0.1687476730809423,0.80554254713774,0.9075032682315856,0.9574099536280021,0.7792262597096857,0.8033387933321863,0.7994820176606723
0,1.3231492126125914,6.05,6.67,6.94,6.53,s02,1.0248466070595201,1.0172434287775665,1.4515878453662197,0.9483032648719059,1.6280655504998283,1.1153864675366858,0.2261695552182621,0.9446734907942513,1.0479829059419568,1.0982568020035273,0.9268008258384328,0.9505865584811404,0.9512432408674192
0,1.5753450099692357,5.33,4.67,4.97,4.45,s03,1.863982103375423,1.2845615676556768,1.227302040203833,1.1207071773823665,1.5414541158185515,1.8507114846222823,0.32789028110977236,1.2712385103212394,1.4771818332969877,1.401171711971946,1.235697164513104,1.2045552465236553,1.3409440599873723
0,1.5081289373244013,7.21,4.44,5.22,6.23,s03,1.7992112046576407,1.1121241167452345,1.0547176495766433,0.9812519217303928,1.3942903503510102,1.8250073165832754,0.3085278704077079,1.1253591556002238,1.3495670708276073,1.28078361217859,1.0962840862190655,1.110238523052816,1.218656682577358
0,1.4922389009843369,7.55,2.81,5.91,6.81,s03,1.7594290124155654,0.9258471882054264,0.9637726266486268,0.8477137132829595,1.229810757717368,1.8798749255416451,0.21275919442838953,0.9321088094186822,1.158747840847655,1.0749327053356024,0.9201364495052196,0.9600717328699573,1.0444319493348027
0,1.622654996638583,4.69,3.69,5.0,4.19,s03,1.7420152201121022,1.5318587986197647,1.3739950514348274,1.4094597859943008,1.6287007739378474,1.8891581138376035,0.1466426809702006,1.5151569775612508,1.6736403032649818,1.5796545237577706,1.5036826244246035,1.4756969569446934,1.5387751167957235
0,1.5658014714006807,6.92,4.44,5.56,7.17,s03,1.883314443561269,1.2672603518505818,1.3644976672610145,1.1959080529342088,1.4946657278031834,1.9492297555663622,0.22312084745981497,1.2644458779225105,1.5012109231846082,1.4050573526759025,1.2699421211115776,1.2557867458504912,1.3589326156371566
0,1.5454802631657731,6.79,1.97,4.38,7.32,s03,1.7885338619600413,1.1820692602472231,1.2173698762109146,1.123554400554494,1.3899263496522245,1.8539522266160606,0.2801776559755509,1.1801863625207374,1.4073439932132552,1.2806330164915836,1.1893409366136836,1.1823136942801256,1.2324783777506911
0,1.3684150446646313,5.45,3.01,5.04,5.79,s03,1.4986084561739208,1.1327370252840452,1.145386205262135,1.0948186523113121,1.3264904701177147,1.8190155872510498,0.1588472115358588,1.153812362154702,1.3405996637225348,1.244248673131867,1.1727532501849844,1.1906109981784745,1.2147701124454544
0,1.5625729700713933,7.14,4.33,5.74,6.35,s03,1.889838674211883,1.2545948579790713,1.1990470048911774,1.1142336097948724,1.51984993569133,1.889135645635994,0.2627284821885718,1.242337023692572,1.461387160656232,1.3862684096591433,1.2155419108275383,1.2007462726151386,1.3278794770465612
0,1.586463032181527,7.33,3.23,5.99,7.78,s03,1.7566688246359856,1.112000350133271,1.2791144863378108,1.1109340107321635,1.3050562621809498,1.9104863732948862,0.2408274542307054,1.1262370595539517,1.3594035880362942,1.2172857545328446,1.1573541451203493,1.1881593568922386,1.1899125124686964
0,1.592091029585796,4.45,5.49,5.71,5.23,s03,1.7641849126278224,1.3781166757125187,1.3610595328364892,1.3594941322901883,1.5154683868482222,1.906785449994839,0.19109599466929117,1.3965688118899169,1.575815313958759,1.4539509158916113,1.416501845473214,1.424882801772685,1.4346756207978362
0,1.6452596622133742,7.94,3.12,4.23,7.1,s03,1.8767024505890406,1.6098680097880882,1.5306963947836953,1.4991631872136453,1.7485378946365104,1.910071956631767,0.2282799284899717,1.593163000252531,1.751948463199275,1.6735713780161334,1.5896759255726352,1.5349559567745281,1.6310009409607464
0,1.623338465589299,6.36,3.15,3.12,6.29,s03,1.7809829359924665,1.3672420172064097,1.284675291727599,1.253270077946183,1.5537557004721734,1.9791706993294627,0.16300147386619113,1.3681762042969905,1.5524827034613198,1.4757443888423074,1.3538675233167927,1.32759531998459,1.4329074168434661
0,1.5755151779232328,7.91,2.97,3.68,6.99,s03,1.9191860424800078,1.3871341660343046,1.3371641542464974,1.2494096506738974,1.644011737478802,1.8935807309600863,0.2592781548328338,1.3884898938252452,1.6298589476916239,1.5269772039316973,1.3884207766385974,1.3516822948015124,1.461200445893192
0,1.6384787503306484,7.29,3.86,4.4,7.29,s03,1.8636106351117174,1.3632650275506064,1.2943828658033802,1.2196589651174632,1.5607171411345773,1.9002501407444559,0.25359175227525377,1.351120862125914,1.5687728805507803,1.4576455733124907,1.3616557276308758,1.3140860655360993,1.4104390841472574
