,channel_AF3_lyap_r,arousal,valence,dominance,liking,subject,channel_F3_lyap_r,channel_F7_lyap_r,channel_FC5_lyap_r,channel_T7_lyap_r,channel_P7_lyap_r,channel_O1_lyap_r,channel_O2_lyap_r,channel_P8_lyap_r,channel_T8_lyap_r,channel_FC6_lyap_r,channel_F8_lyap_r,channel_F4_lyap_r,channel_AF4_lyap_r
0,0.04171721851616568,3.17,8.08,2.91,5.04,s01,0.04187201198778642,0.03969226489987283,0.04336688814306623,0.04610154431565366,0.053778469383268496,0.0491813294869617,0.0033947382475199165,0.04446982877296302,0.044993047427414105,0.04182575917887196,0.04598589517120138,0.04544056044485343,0.04686785730204192
0,0.03709722166301826,6.81,7.44,8.15,7.14,s01,0.03082883770966916,0.03732735462356023,0.04513527593834252,0.02987424361268341,0.044033703469393476,0.04168301841668909,0.0056391473402054235,0.046141698306664564,0.038700854778289745,0.04458568132013316,0.044076581825887445,0.03976515636109467,0.0468385060927026
0,0.040902112241376846,2.46,6.91,6.77,6.41,s01,0.044297600778422035,0.03536757163799007,0.03837112627531348,0.0448813174003946,0.052129035605523864,0.05044984620316585,0.006860271083904298,0.04692398713047349,0.0472309237135981,0.045717714872575387,0.04249854966213821,0.044988468625491766,0.0470461701988278
0,0.04501569208345925,7.23,7.15,6.94,8.01,s01,0.04825909859277536,0.03977707708091058,0.0411900304911429,0.04142884497056922,0.050390138213795906,0.04522935716729406,0.004996702724829806,0.04525612069849375,0.04021545523091359,0.04607122751106902,0.04469640774834429,0.04463389672731099,0.047139453529415384
0,0.04598934757978404,7.17,8.0,8.1,6.79,s01,0.02403065175762783,0.03942664234261759,0.04486530024306226,0.046560292584555546,0.051549589096155465,0.04831546948368396,0.018947196544561295,0.04858022937201029,0.042689909433063646,0.048152288010245924,0.04676239194726594,0.04557197930520047,0.04823307220200852
0,0.04385419205615401,8.26,7.91,7.19,8.13,s01,0.023994275334932605,0.02592848061828172,0.0380600211913125,0.03471239780441209,0.04995207598334877,0.04824566088224723,0.007802669625533112,0.046586731950143234,0.03633838053669148,0.04163860898268845,0.04178597236934455,0.045051159087876685,0.04656703391469518
0,0.04508884840441833,9.0,7.95,8.37,7.86,s01,0.032720334178733976,0.03637111396120299,0.04405690575004525,0.043361667045077074,0.04906200188443179,0.04824563811596182,0.013856598368862194,0.048668081778332824,0.03768500175585743,0.04618432683155955,0.044627896825173784,0.04388260402177515,0.04671413755058356
0,0.045405355521610846,7.09,2.08,7.06,7.37,s01,0.04473497625580417,0.03926977504763683,0.04090265600304847,0.04641844356866711,0.04783265297872971,0.04745565652847294,0.004948455913394119,0.04587874663503541,0.04627178450276084,0.04701892110638159,0.045919641337000425,0.045768278344233325,0.047912654840856606
0,0.044901489135914345,8.15,3.01,7.37,7.9,s01,0.03881922855711812,0.025850062823776544,0.04371283179835275,0.029405865664356053,0.05008201482600743,0.04354704262917496,0.010128753473146134,0.04331834692704037,0.030828214560467825,0.04650266582804519,0.04015113930953171,0.031132761808673855,0.047380635164734175
0,0.04597685363955969,7.04,7.09,8.01,8.22,s01,0.02858865300844891,0.04594395122323529,0.04134456609424783,0.04501904751125139,0.05030047382627218,0.04821997674784272,0.00676709481191102,0.048649942964539575,0.03765163820752632,0.043843611499719416,0.04303750104473951,0.04404310812627468,0.04723322454251746
0,0.04304340429473339,8.86,7.21,8.65,7.21,s01,0.044630615334761835,0.038225802622343305,0.04478289175750625,0.037138492330309074,0.04973008238283324,0.04433837104261954,0.005735053366551846,0.047034414190995015,0.04110482345547582,0.04759128712173692,0.041858746503528714,0.04577022477200162,0.04753076384838372
0,0.02010385937743116,7.28,7.27,7.41,8.24,s01,0.024618012564522916,0.02916636938577172,0.024247186262528968,0.032986043345974915,0.04757316533784231,0.046133968614994275,-0.0001780619988077653,0.045887910961208596,0.0584113348971356,0.039883692641007204,0.0238597508315202,0.04170594961157348,0.045305572416549394
0,0.0445511030075246,7.35,6.95,7.03,7.29,s01,0.03937177909047972,0.04462128048820927,0.04249824635068288,0.037792002109059045,0.05251361821827139,0.04411153291401101,0.011244721998248037,0.04666279706739849,0.04004131241848591,0.04597763342964922,0.03870923100856311,0.024963189545557193,0.04760594896804133
0,0.04506461530699771,3.88,3.35,4.01,7.87,s01,0.04271375102208076,0.043545158823630026,0.0442788244190073,0.03857000710671404,0.048546383434668605,0.04705574951673812,0.0070579191795866044,0.04433348806280838,0.04779854981872679,0.04711901361780958,0.044237226113341,0.04442069781453998,0.04670604646654064
0,0.0422911865669384,1.36,2.27,3.0,8.14,s01,0.0414327353761907,0.0465675784232922,0.04447062132053809,0.04151093123251926,0.048945864161154484,0.04832815111131603,0.0026951070417435157,0.050634691410494995,0.04090272376411835,0.04216875799915238,0.04121407458656706,0.04512513409879875,0.04744410801650895
0,0.04481604153052319,2.08,2.99,3.22,7.33,s01,0.03223007477157575,0.04533434147225286,0.045519860346514535,0.046939701962291816,0.0501209813849371,0.04871904132957748,0.008355909702824496,0.04722394148508703,0.043378122856742515,0.04137490632241228,0.045114348257394715,0.04166994387643375,0.04510467957733274
0,0.0402052820774546,3.03,8.14,2.86,8.04,s01,0.024782706268926164,0.021783024119579924,0.038110300950836645,0.03377913938376401,0.04334511213135295,0.04665422977361471,0.002756451723868135,0.04559412343161453,0.044725524931025745,0.041304385662078814,0.04361977792323985,0.03960260299214138,0.04352190431795617
0,0.04703095470155994,2.28,8.0,3.27,3.95,s01,0.04577952453068329,0.03786168634654254,0.04273821157321591,0.046306192157860165,0.049680884709035644,0.04819858145893077,0.007083374649378512,0.04994995907733326,0.03854993746271183,0.04718663298097772,0.045908022733559324,0.045321108524064437,0.04896479979493573
0,0.03432529397582337,3.81,3.85,4.78,5.13,s01,0.03949269790982093,0.01940509239276798,0.045922269996791484,0.03903602508076443,0.04834875388253015,0.04609241387001559,0.0008002184881953147,0.04371561000221648,0.011528526986395478,0.03815789431856385,0.018296163160722176,0.0236436604766406,0.04244987426843866
0,0.04499036978958251,2.28,7.09,7.28,6.92,s01,0.04428334639484731,0.04406086780074852,0.036725550349546436,0.04108439352279318,0.051198588995109005,0.049963995567838135,0.016673804731929864,0.04873742268497787,0.04951260299013376,0.0435983737309773,0.04571257910334081,0.04527691674411756,0.04629889466708773
0,0.042953321001583555,2.06,8.15,8.05,5.18,s01,0.03492709494754841,0.03831174093134263,0.04641842229067919,0.04425818337533718,0.04457531351792183,0.03743063907926982,0.008900942571146011,0.0383662679247074,0.03977400043554467,0.044744008107292996,0.03713257583776764,0.04319709862085221,0.046207416326479914
0,0.04127377878155616,2.9,6.92,6.5,3.87,s01,0.044752540893124526,0.03598507045908663,0.04353870753955132,0.046125275568854596,0.051855542516349974,0.05067403038641569,0.00617907782949293,0.047910190704173676,0.04672993027177976,0.04584882071143714,0.04609162126268665,0.036775047565023214,0.045827175441541225
0,0.043934302222459885,2.31,6.88,3.1,6.77,s01,0.027269735316726065,0.04027529348406869,0.04444991932775747,0.043682516666880784,0.051383041439199896,0.0499798412609818,0.005934979234422918,0.04801611156391923,0.04244632449066424,0.04334456167722999,0.04223777306707278,0.04468697614239579,0.04594420275293796
0,0.04405588198425184,3.33,7.18,6.54,6.62,s01,0.02210951930164254,0.03746729231717285,0.04032376565431288,0.03698882087570856,0.04987310529651505,0.04166719250212942,0.005734498040717896,0.04440967074611725,0.04170683475962852,0.04078751807716876,0.04463180922027822,0.038782623357940034,0.048458967531534114
0,0.03937831301438173,3.24,6.18,7.87,6.15,s01,0.02058030676654004,0.02848022758639525,0.03910726308822628,0.038370702977766,0.04334847676126575,0.048199820697755795,0.005875478428960012,0.04594307044394935,0.04110390470738993,0.042869556995860245,0.0442532153954184,0.04059091743670003,0.047697539437086114
0,0.04459062348631093,5.1,7.12,6.17,5.97,s01,0.03220927786048865,0.03407820100965671,0.03529748864956312,0.04090705419841558,0.048547397341047106,0.04871688498590235,0.002865700972707509,0.047282851190495356,0.04479371506468699,0.045490967958493424,0.044797575742678584,0.039698037348295405,0.04631363458203202
0,0.03515187941099462,9.0,5.03,7.13,6.62,s02,0.01067499304717437,0.011962521018095052,0.03394056547536942,0.012211117690464204,0.03825814012895545,0.011922818379854417,0.014336235873348896,0.010471498093515004,0.013449273173800945,0.012177177538742968,0.012142886237611792,0.01204205690182941,0.013378164184464391
0,0.010830280160004204,8.01,7.1,8.04,8.08,s02,0.012768323682389117,0.012093683106201025,0.04960155584374245,0.012376880825690516,0.023893060296424663,0.008821311806732715,-0.008845372086320231,0.013076988820239372,0.009939217549449942,0.01378632597499537,0.013379519424681584,0.012745055760790021,0.01315647459929837
0,0.029747823094110247,9.0,9.0,8.96,8.05,s02,0.006428552032889741,0.010270010186886513,0.024889671424623835,0.01179908448128231,0.027336436355606446,0.010360520524798715,0.016180999243437334,0.011205019474581128,0.01066476922664996,0.011905220355627572,0.009888097764532592,0.009427483526326814,0.01175668624860065
0,0.015962124998505148,6.05,1.0,5.04,7.03,s02,0.017833132035023524,0.016279416954195238,0.037582417956569684,0.01767908141419705,0.036443965058577665,0.01560707369390523,0.004850770090962238,0.017165163401011006,0.01664611811589697,0.01721750822934225,0.018011056172727292,0.017462869244392394,0.019827804533211067
0,0.011922235519286131,5.04,3.0,3.65,5.04,s02,0.01328666396060227,0.014045751679618374,0.04342449428443629,0.01239632100475056,0.030639099285545632,0.014567668482942315,0.008837731199208151,0.01175855519820205,0.01424939519650236,0.015569254425336698,0.011062386571144354,0.011303561074392897,0.014636193695714892
0,0.018037542298033466,5.0,4.94,5.04,1.01,s02,0.013923140871958246,0.014719951521675547,0.02017308389297626,0.013963552151086175,0.03699127829533566,0.0162635825535036,-0.006826333188817528,0.013882149554587754,0.01606294502402247,0.013931369942587911,0.013436732166218256,0.0128667232152579,0.01393074996516381
0,0.04385072611328359,4.96,1.99,4.08,1.0,s02,0.008647331453719197,0.011689492813156071,0.018882729308773608,0.010852049341977654,0.043278821070391466,0.011763489993113324,0.005512117505907107,0.01143160061215828,0.011527682646265506,0.0131627453996038,0.009994276194792285,0.011138423712994614,0.010795158217093467
0,0.027035437824483206,9.0,9.0,9.0,9.0,s02,0.013317587539235055,0.010416333309755645,0.016404029328053443,0.0131074891896742,0.018466009680680365,0.009268655998679124,0.02017041794339532,0.011652368528368139,0.010786568935238244,0.010210666656494064,0.012967804821859682,0.011724649943525761,0.013670905636721893
0,0.03989018933814864,9.0,7.0,9.0,7.18,s02,0.01134024965538172,0.012931670371986337,0.030207631616736768,0.011631881385236277,0.031334517979150746,0.01243551487237894,0.011507116664539515,0.012016655903942129,0.013529872956864041,0.013359478356703222,0.012292870827440882,0.013035313574437242,0.013124954331595946
0,0.01298209461005966,4.99,1.0,9.0,1.0,s02,0.008241314790686571,0.010760682237966224,0.04104614492138624,0.009049715801161018,0.03799228082623394,0.011305404807036743,0.031875945471383504,0.010623189311916553,0.011438084764300685,0.011987356113937633,0.0064538975961447725,0.01058281782829204,0.011469267424890477
0,0.013076484824126596,7.08,1.0,7.01,7.0,s02,0.010252719726302328,0.012507027796604762,0.023464065257685327,0.011833393090480196,0.02813795807730509,0.012146066001259816,-0.0077725084204422505,0.01297974148447424,0.01334807691298744,0.01288240616386016,0.011928726293272934,0.011347845257453144,0.012016386921341446
0,0.012950858071043778,8.01,6.06,7.12,9.0,s02,0.013799765604374558,0.013043524577995697,0.02808158245336283,0.011526307383099213,0.030774828406948854,0.010887665946528593,0.01761611686958056,0.011862679679438715,0.012944347231764408,0.013689172780738655,0.008645856145919147,0.013139754149873333,0.014512176454825684
0,0.035443203631674865,9.0,4.99,9.0,9.0,s02,0.013658053471794402,0.012521370457583659,0.04830569632218507,0.010569750046243331,0.03088777362612044,0.01351198727243341,0.03220489913342026,0.010275728848515565,0.012641607748495686,0.01318042607577339,0.011192063396259777,0.010078145046623249,0.010627750961147797
0,0.037114117438333004,8.94,9.0,8.97,9.0,s02,0.010620793036694718,0.012382889088951335,0.030787494265890846,0.012029947712736178,0.048788858425768133,0.011339301667123443,-0.005858931469936162,0.011682848372549407,0.012595034257420949,0.010628960087614228,0.010221297246105302,0.012253686914204325,0.012301761915098913
0,0.03538432079449027,9.0,8.01,8.06,9.0,s02,0.01340100004826555,0.012139260120770785,0.032815087659686056,0.013197622242187103,0.03892657163834554,0.013354491373998287,0.02801824404781046,0.010234539849417296,0.012107188998528202,0.011351844587841635,0.012858590287128694,0.010114952982688255,0.012521357051396755
0,0.011831713206059326,6.0,5.05,8.05,6.14,s02,0.013855815255591371,0.00941234656742628,0.022813028835769366,0.010686758170693695,0.025850957752304674,0.011975741359594751,0.018521384657225286,0.013615099288669661,0.009257612997077091,0.009717934472220106,0.01356439387251219,0.013537156411776588,0.013313881987232237
0,0.019038556681738827,9.0,3.0,6.03,7.41,s02,0.014715292413355905,0.016007695036419356,0.01906156130511335,0.013701930824590978,0.040696069650482614,0.01551400593348894,0.009071169296900645,0.015772802708512532,0.012939112330322751,0.016005973558168202,0.01493537466404797,0.013399401489569007,0.013514585884249723
0,0.016912800013416798,9.0,6.15,9.0,8.08,s02,0.018825146616721376,0.016336754876739884,0.013908919833955206,0.02066511259240615,0.03879102120335508,0.016438045695021445,0.023232185840606847,0.01973064551919193,0.01880429693170512,0.01766490384331754,0.020593027408058472,0.019218505073238,0.01808579030640089
0,0.015724080861216776,9.0,8.32,8.06,6.99,s02,0.016322125449325004,0.01627093054152827,0.01707910573160336,0.017110915280677333,0.03206088064510392,0.018483837084336614,0.03317561850828267,0.017523843110209613,0.01848160850035193,0.017873085345862037,0.016935434124686396,0.016932847854253526,0.01733959381644801
0,0.012929657173816727,8.97,9.0,8.03,9.0,s02,0.010872962555795281,0.011913851072203403,0.037955108441804566,0.013486193636181554,0.03182636376127138,0.012789688146339217,0.015078132802789808,0.011471522061329882,0.014048452050130654,0.011647993771535022,0.012730747338399663,0.01135304692106425,0.012000742462446085
0,0.014310951007379141,1.0,1.0,5.04,1.0,s02,0.014763940991582129,0.013017381526328522,0.033379904362333956,0.01556661853919167,0.031813686035338275,0.01258958208336017,0.03176008946455573,0.014947887348678796,0.014329392127270949,0.014326179349744748,0.015254031883095693,0.013458631489728033,0.016388001315998584
0,0.011942217161070546,5.0,1.0,4.97,5.0,s02,0.016117088499558275,0.016702704951448207,0.03946347320288942,0.013617065884140007,0.038961315991585636,0.016083633416407915,0.0322504269449334,0.013492342473343492,0.017968770136704382,0.015399606002343726,0.01638809847546685,0.016092035810826136,0.014512961737963398
0,0.036479128034491236,1.0,2.97,1.0,7.82,s02,0.008282082107831797,0.010420520206404101,0.030880375492104744,0.010940717587007872,0.025741463916789553,0.011099344163429045,0.027700772652259217,0.010879730346902736,0.011449818580750327,0.012394391153919776,0.010518175321077669,0.010805064880047743,0.011696257437486724
0,0.01379383737976495,7.08,9.0,6.06,9.0,s02,0.011104751312647605,0.010583205636942199,0.044353710081344394,0.010068019507066223,0.036097708554038,0.011225929152290736,0.0022391832490061916,0.011809367207404414,0.012705861650516195,0.012941190487532967,0.011394167599000322,0.011577738506944936,0.011967947655596596
0,0.016002260833173285,9.0,9.0,8.1,9.0,s02,0.017569204508248032,0.013720863206045774,0.046565290013203545,0.017744043075432172,0.03916356856362858,0.01612166536820914,0.02280700707377515,0.016517705109159807,0.017856591617738993,0.0183698953808966,0.01753700676610913,0.016850808757846607,0.016122310988756872
0,0.01607813593503595,9.0,8.04,9.0,9.0,s02,0.011063794297991958,0.011400624077275158,0.020567688013520272,0.012404578499874792,0.04026959277035892,0.01379061925636144,-0.012201370980575447,0.012114075806181355,0.012942546556580673,0.013611494496183528,0.01294483643813891,0.010234498004523801,0.011686498354065999
0,0.01930358273545824,4.96,5.01,3.01,5.05,s02,0.018198432170236735,0.017210483189785002,0.01813230538609037,0.012971396085467476,0.03615584920750742,0.018242612872460758,0.023341491885651496,0.015266778517742285,0.019149753782484104,0.017425866223670428,0.016822760953741495,0.015120062536122638,0.016029460576115526
0,0.013569340579914586,4.06,4.97,7.14,7.04,s02,0.009657900674002337,0.013062487961562768,0.027705888733485673,0.013194932807093494,0.03164726482561761,0.008821547761255155,0.01646867665377515,0.012345651011645224,0.011343907016818791,0.013548411185883489,0.011802266573501793,0.00874007050182254,0.010197207392478303
0,0.012118901272077915,2.99,7.04,7.03,9.0,s02,0.008046489499649858,0.009136434159188907,0.04278642234945665,0.010656425869773181,0.038798061170076004,0.012582392249162728,0.01061555334165971,0.010818381411420344,0.01251548079457397,0.012199434496321711,0.010502276681628899,0.010528524850788762,0.00988695367777116
0,0.011685432453413396,2.01,7.05,1.0,7.13,s02,0.009542631174301496,0.010627058413219002,0.043210397447858595,0.009350398677890484,0.04490414856387203,0.011575529386412353,0.015624986028975017,0.007772772652762058,0.010748648841426062,0.011568083135563964,0.00886839292817187,0.007509025262326346,0.007840017396576315
0,0.014550794817366668,4.06,7.05,1.0,9.0,s02,0.012847741668394988,0.011538025730061036,0.045871600047067945,0.012323225129325396,0.04549599713109252,0.012453273917144167,0.024998698915753913,0.012068707520106975,0.01263860177094078,0.01266109023903896,0.012929534483009486,0.011836006524427832,0.012555508487629357
0,0.013445009250898724,1.0,9.0,2.01,1.0,s02,0.012496292255860703,0.01283524918743947,0.03682337309184817,0.012637510968363061,0.044940427924325295,0.011344970457107743,0.04038338446079358,0.012579705235123854,0.010284434552462573,0.012934444391502473,0.011469386478639975,0.011639787853888679,0.013129848999435275
0,0.01570614672995914,5.0,8.03,3.01,1.0,s02,0.013090711834281281,0.013008905626692753,0.016592083106169924,0.011902257451471292,0.04812912607402857,0.013705498713367409,-0.010125711379263842,0.012724841135852639,0.012924860828327597,0.013880584317733962,0.012365232899503791,0.012702872582201619,0.012271971720569545
0,0.03826646219220077,4.87,1.0,6.99,1.0,s02,0.010799556534791754,0.010061225821384525,0.017596011086711737,0.011175239850485085,0.0404532491368709,0.009179791216998648,0.011337560164060536,0.010132177340032213,0.00763094185883145,0.010588474742115495,0.010286984525908621,0.0098397913254464,0.011399286983162392
0,0.014904491942037227,1.99,2.0,1.0,1.0,s02,0.014347681225470732,0.014041191661680115,0.013306940890647299,0.014234664955654782,0.036894709603828214,0.012956832067386582,0.011038771141787983,0.01515880750260259,0.014988082309938757,0.014881532741042758,0.013875709031079334,0.015278556535828701,0.015168549591640192
0,0.04806130445456199,5.04,1.0,7.09,1.0,s02,0.00915630729984238,0.009112506490277525,0.030347001494585253,0.009460514298886969,0.027943401144564572,0.009341485275952199,0.015228536075219276,0.007360788741201688,0.009825646676148237,0.010484644076687314,0.009226564570764071,0.007053037079012964,0.010183909657209734
0,0.014533372827478443,1.0,8.06,1.0,1.0,s02,0.01087076226059256,0.010867027360565598,0.014762685911075593,0.011617054744642483,0.03326582202126839,0.013970482639028687,0.05828249454498295,0.010859568265019274,0.01357303491394532,0.015605209808091994,0.013221897513179494,0.010566174698889692,0.013949503252061684
0,0.013728194784473848,1.0,9.0,1.0,1.0,s02,0.012801717614227845,0.013479964814096022,0.011807304166397931,0.013545289093593317,0.03017499485412307,0.011924815339862158,0.04028488125717408,0.013503479147857041,0.012884764257466983,0.01443674499924128,0.01226139535775069,0.012937735544668738,0.01396968118199761
0,0.014658100092186072,1.0,1.0,2.97,1.0,s02,0.013828059467109525,0.012992172144554863,0.03636082055275888,0.015137644877304995,0.03693922695360677,0.013326498715382624,0.036445292135826764,0.015011229480135625,0.013630083444956297,0.013959797975179416,0.011532621967549058,0.013740055359016031,0.01410231284193103
0,0.04470950356103433,6.05,6.67,6.94,6.53,s02,0.010465952567334371,0.011267988101856209,0.04004087406292288,0.014035631844198941,0.038697850495053934,0.012730021566714794,0.008913666248321366,0.013348150664516452,0.013638326968786871,0.013366640798599411,0.012466776357592729,0.012824624631571982,0.014224618528056374
0,0.04041346123344013,5.33,4.67,4.97,4.45,s03,0.02238535828642797,0.00793559997324016,0.012373917489438533,0.013329539220342874,0.016521023014399023,0.0246644243693578,0.015858291136438985,0.008717373466062555,0.02169510699830068,0.008481605069933125,0.009054758864303637,0.010546980969772548,0.007780303487237892
0,0.03789630793688581,7.21,4.44,5.22,6.23,s03,0.017210965081462755,0.006231357061688581,0.014456583095046641,0.01109959048145217,0.006320580633382918,0.023641846983851893,0.015055683202910657,0.0071177268949035154,0.0062585799131761564,0.007081655871345059,0.008424459837508268,0.009168998597040918,0.007635635877308138
0,0.03840471443377041,7.55,2.81,5.91,6.81,s03,0.04966714406500056,0.008483054041638979,0.015927318946735367,0.014867039043267655,0.009224366462315533,0.020325984597549616,0.013760041114979296,0.009282351031837959,0.007746965285316568,0.009388684600669786,0.00828630105504444,0.00928813480881023,0.011249166863394597
0,0.04411535989072993,4.69,3.69,5.0,4.19,s03,0.02759328079982262,0.033409375186059985,0.044887107028100774,0.0353399958034788,0.027533993709995815,0.01773300291673334,0.0008428880384749784,0.03329887953230579,0.028618505437281706,0.029557601378335276,0.032687615473045877,0.04880040308267727,0.038210260240655144
0,0.044102527862204664,6.92,4.44,5.56,7.17,s03,0.01930026824657721,0.011256479841517543,0.0375924482680203,0.014485737783076416,0.017993478512200765,0.02241115203270551,0.006516807957699432,0.011414909568403167,0.02131758856154998,0.010382179557762996,0.011850052394802519,0.01247705271684763,0.01240216514614571
0,0.045407335023234734,6.79,1.97,4.38,7.32,s03,0.022147718561485764,0.015192410540929256,0.017801246016916464,0.016610551041525843,0.012257236061267735,0.025898304112850063,0.019678046291035912,0.01467712546294584,0.026997363013672955,0.01231657715563498,0.014384555333369615,0.015167503421371116,0.013344303015116249
0,0.038867629201788566,5.45,3.01,5.04,5.79,s03,0.037747917856489,0.00868825099153335,0.0178179028871898,0.013225789196086373,0.011294035326911506,0.02775961250900333,0.009308088990978866,0.011199196760780418,0.010004158139809809,0.011879626266241972,0.011364013548866285,0.011933900329295092,0.010893619501365664
0,0.04325362219846347,7.14,4.33,5.74,6.35,s03,0.04014166213653901,0.0068009771311057865,0.01639058251638681,0.012790985173420076,0.015403713290974293,0.01782187393733419,0.010757473536900139,0.008151592578527959,0.019625922857169114,0.008978657298737078,0.011592638997670381,0.013875926349955896,0.011422836427434682
0,0.037212277295296595,7.33,3.23,5.99,7.78,s03,0.015053007562281756,0.012224787265833256,0.012538530601645346,0.012589049969079301,0.010515318455032684,0.02399996820386955,0.003952920645998198,0.011875652399767461,0.009257624736652764,0.011847432382910347,0.011814371717972835,0.009624207082784289,0.012524259372020247
0,0.04031297407652194,4.45,5.49,5.71,5.23,s03,0.025335374599179727,0.01598098315591882,0.04003822510702556,0.012355556370034566,0.02047321281103304,0.023249474200573664,0.007932177880652976,0.017421542103007653,0.019524991230701776,0.022258533249670868,0.04869473223783536,0.02317269542375283,0.02481274089483428
0,0.03915677133359397,7.94,3.12,4.23,7.1,s03,0.039856370464786114,0.016842107126268237,0.03857509420629125,0.03850635138827578,0.016439162464592347,0.018889622373895232,0.009608866756123833,0.021316201954822256,0.017331477976220748,0.02008475089279295,0.020705571779256592,0.04284879395530616,0.02571948436642103
0,0.04517216350054291,6.36,3.15,3.12,6.29,s03,0.019876323159285416,0.008281663333962859,0.01556580517743089,0.012181379930028331,0.015050590967727992,0.01786916334550447,0.00936145280536865,0.009256896339734002,0.01733518998453933,0.018070039223498206,0.007606247092192965,0.011728483503303692,0.023796659587783073
